ppi_item,curr_month,curr_year,lower,mid,upper,pred_year
Farm-level fruits,1,2018.0,-18.8,3.4,32.7,2018
Farm-level fruits,2,2018.0,-14.9,4.9,30.4,2018
Farm-level fruits,3,2018.0,-14.9,2.0,23.5,2018
Farm-level fruits,4,2018.0,-17.5,-4.0,12.7,2018
Farm-level fruits,5,2018.0,-16.2,-4.8,9.7,2018
Farm-level fruits,6,2018.0,-11.4,-1.3,11.1,2018
Farm-level fruits,7,2018.0,-8.8,-0.4,10.0,2018
Farm-level fruits,8,2018.0,-5.8,-0.1,6.7,2018
Farm-level fruits,9,2018.0,-7.0,-2.6,2.4,2018
Farm-level fruits,10,2018.0,-5.1,-1.8,1.8,2018
Farm-level fruits,11,2018.0,-4.9,-3.0,-0.8,2018
Farm-level fruits,12,2018.0,-4.4,-3.4,-2.3,2018
Farm-level vegetables,7,2017.0,-19.3,-3.1,16.3,2018
Farm-level vegetables,8,2017.0,-18.5,-2.6,16.4,2018
Farm-level vegetables,9,2017.0,-18.6,-2.5,16.8,2018
Farm-level vegetables,10,2017.0,-18.9,-2.5,16.3,2018
Farm-level vegetables,11,2017.0,-18.1,-2.5,16.6,2018
Farm-level vegetables,12,2017.0,-18.3,-2.0,17.2,2018
Farm-level vegetables,1,2018.0,-18.1,-3.0,14.7,2018
Farm-level vegetables,2,2018.0,-15.4,-1.4,15.7,2018
Farm-level vegetables,3,2018.0,-20.1,-8.2,6.7,2018
Farm-level vegetables,4,2018.0,-15.2,-3.7,9.8,2018
Farm-level vegetables,5,2018.0,-17.4,-7.2,4.6,2018
Farm-level vegetables,6,2018.0,-14.1,-4.9,6.3,2018
Farm-level vegetables,7,2018.0,-15.1,-7.2,2.1,2018
Farm-level vegetables,8,2018.0,-15.9,-9.3,-1.2,2018
Farm-level vegetables,9,2018.0,-14.2,-8.6,-1.9,2018
Farm-level vegetables,10,2018.0,-14.4,-10.0,-4.6,2018
Farm-level vegetables,11,2018.0,-12.5,-9.4,-5.5,2018
Farm-level vegetables,12,2018.0,-7.7,-5.7,-3.2,2018
Farm-level wheat,7,2017.0,-28.2,4.2,51.8,2018
Farm-level wheat,8,2017.0,-21.2,14.8,68.3,2018
Farm-level wheat,9,2017.0,-31.5,1.6,49.6,2018
Farm-level wheat,10,2017.0,-31.3,-0.3,44.6,2018
Farm-level wheat,11,2017.0,-29.7,-0.7,41.3,2018
Farm-level wheat,12,2017.0,-27.3,1.1,41.6,2018
Farm-level wheat,1,2018.0,-28.3,-2.7,34.9,2018
Farm-level wheat,2,2018.0,-20.2,3.5,37.8,2018
Farm-level wheat,3,2018.0,-14.1,8.5,39.4,2018
Farm-level wheat,4,2018.0,-6.6,14.1,42.2,2018
Farm-level wheat,5,2018.0,-2.0,15.9,40.6,2018
Farm-level wheat,6,2018.0,-0.5,14.1,33.3,2018
Farm-level wheat,7,2018.0,6.0,19.2,36.0,2018
Farm-level wheat,8,2018.0,4.2,13.5,25.1,2018
Farm-level wheat,9,2018.0,9.4,16.6,25.4,2018
Farm-level wheat,10,2018.0,9.1,13.8,19.4,2018
Farm-level wheat,11,2018.0,11.4,14.3,17.7,2018
Farm-level wheat,12,2018.0,12.6,13.9,15.4,2018
Wholesale wheat flour,7,2017.0,-17.3,2.1,26.9,2018
Wholesale wheat flour,8,2017.0,-12.9,7.0,32.2,2018
Wholesale wheat flour,9,2017.0,-17.6,2.1,26.0,2018
Wholesale wheat flour,10,2017.0,-17.4,0.9,23.2,2018
Wholesale wheat flour,11,2017.0,-17.1,0.4,22.0,2018
Wholesale wheat flour,12,2017.0,-15.0,2.0,23.2,2018
Wholesale wheat flour,1,2018.0,-15.6,0.1,19.8,2018
Wholesale wheat flour,2,2018.0,-13.1,1.0,17.9,2018
Wholesale wheat flour,3,2018.0,-12.2,0.2,14.6,2018
Wholesale wheat flour,4,2018.0,-9.4,1.3,14.1,2018
Wholesale wheat flour,5,2018.0,-7.4,1.5,11.7,2018
Wholesale wheat flour,6,2018.0,-5.8,1.7,10.5,2018
Wholesale wheat flour,7,2018.0,-4.2,2.0,9.0,2018
Wholesale wheat flour,8,2018.0,-3.9,0.8,6.2,2018
Wholesale wheat flour,9,2018.0,-2.1,1.5,5.5,2018
Wholesale wheat flour,10,2018.0,-1.7,0.7,3.4,2018
Wholesale wheat flour,11,2018.0,-0.6,0.9,2.5,2018
Wholesale wheat flour,12,2018.0,0.2,0.9,1.7,2018
