ppi_item,curr_month,curr_year,lower,mid,upper,pred_year
Farm-level eggs,3,2021.0,-16.9,15.6,66.4,2021
Farm-level eggs,4,2021.0,-7.7,23.9,72.8,2021
Farm-level eggs,5,2021.0,-11.7,14.4,55.4,2021
Farm-level eggs,6,2021.0,-11.8,10.6,46.7,2021
Farm-level eggs,7,2021.0,-10.0,8.4,38.6,2021
Farm-level eggs,8,2021.0,-6.2,10.3,36.3,2021
Farm-level eggs,9,2021.0,-2.4,10.8,32.5,2021
Farm-level eggs,10,2021.0,4.9,15.8,32.8,2021
Farm-level eggs,11,2021.0,6.8,13.7,24.4,2021
Farm-level eggs,12,2021.0,9.7,13.1,18.0,2021
Farm-level milk,7,2020.0,-26.8,10.6,68.6,2021
Farm-level milk,8,2020.0,-28.5,7.8,62.3,2021
Farm-level milk,9,2020.0,-32.3,1.6,52.0,2021
Farm-level milk,10,2020.0,-31.7,0.6,49.2,2021
Farm-level milk,11,2020.0,-17.4,18.7,74.5,2021
Farm-level milk,12,2020.0,-19.8,12.3,61.1,2021
Farm-level milk,1,2021.0,-32.3,-6.8,31.1,2021
Farm-level milk,2,2021.0,-25.9,-2.6,31.7,2021
Farm-level milk,3,2021.0,-27.8,-8.5,19.0,2021
Farm-level milk,4,2021.0,-20.4,-2.6,22.8,2021
Farm-level milk,5,2021.0,-15.5,0.2,21.6,2021
Farm-level milk,6,2021.0,-10.4,3.1,21.9,2021
Farm-level milk,7,2021.0,-12.7,-2.6,10.3,2021
Farm-level milk,8,2021.0,-8.3,-1.0,8.0,2021
Farm-level milk,9,2021.0,-7.6,-2.6,4.0,2021
Farm-level milk,10,2021.0,-4.4,-0.7,3.7,2021
Farm-level milk,11,2021.0,-1.4,0.8,3.4,2021
Farm-level milk,12,2021.0,0.8,1.7,2.6,2021
Wholesale dairy,7,2020.0,-12.0,6.0,27.6,2021
Wholesale dairy,8,2020.0,-13.4,3.4,23.8,2021
Wholesale dairy,9,2020.0,-16.2,-0.7,18.6,2021
Wholesale dairy,10,2020.0,-13.5,1.8,19.9,2021
Wholesale dairy,11,2020.0,-11.1,3.5,21.8,2021
Wholesale dairy,12,2020.0,-9.4,4.6,21.2,2021
Wholesale dairy,1,2021.0,-17.0,-5.5,7.9,2021
Wholesale dairy,2,2021.0,-11.0,-0.8,11.4,2021
Wholesale dairy,3,2021.0,-11.8,-3.1,7.3,2021
Wholesale dairy,4,2021.0,-8.9,-1.1,7.7,2021
Wholesale dairy,5,2021.0,-5.0,1.7,9.1,2021
Wholesale dairy,6,2021.0,-3.9,1.6,7.7,2021
Wholesale dairy,7,2021.0,-3.4,0.9,5.7,2021
Wholesale dairy,8,2021.0,-1.7,1.2,4.2,2021
Wholesale dairy,9,2021.0,-1.2,0.9,3.2,2021
Wholesale dairy,10,2021.0,-0.1,1.3,2.8,2021
Wholesale dairy,11,2021.0,0.8,1.6,2.4,2021
Wholesale dairy,12,2021.0,1.4,1.7,2.0,2021
Farm-level soybeans,7,2020.0,-32.7,-0.6,47.4,2021
Farm-level soybeans,8,2020.0,-31.2,0.5,48.4,2021
Farm-level soybeans,9,2020.0,-31.2,-0.5,44.1,2021
Farm-level soybeans,10,2020.0,-24.2,8.7,56.8,2021
Farm-level soybeans,11,2020.0,-20.1,12.7,59.6,2021
Farm-level soybeans,12,2020.0,-10.9,22.7,70.9,2021
Farm-level soybeans,1,2021.0,-1.7,27.0,67.0,2021
Farm-level soybeans,2,2021.0,20.8,51.9,93.8,2021
Farm-level soybeans,3,2021.0,22.9,50.7,86.4,2021
Farm-level soybeans,4,2021.0,30.1,54.6,85.8,2021
Farm-level soybeans,5,2021.0,31.1,51.4,77.9,2021
Farm-level soybeans,6,2021.0,49.5,69.9,95.8,2021
Farm-level soybeans,7,2021.0,42.5,57.2,74.8,2021
Farm-level soybeans,8,2021.0,41.9,52.7,66.6,2021
Farm-level soybeans,9,2021.0,45.6,53.9,64.1,2021
Farm-level soybeans,10,2021.0,43.7,48.8,54.9,2021
Farm-level soybeans,11,2021.0,43.8,46.6,49.8,2021
Farm-level soybeans,12,2021.0,45.3,46.6,48.0,2021
Wholesale fats and oils,7,2020.0,-16.7,2.5,26.1,2021
Wholesale fats and oils,8,2020.0,-15.9,1.1,21.8,2021
Wholesale fats and oils,9,2020.0,-14.6,2.1,22.3,2021
Wholesale fats and oils,10,2020.0,-13.3,3.0,22.3,2021
Wholesale fats and oils,11,2020.0,-10.3,5.6,24.8,2021
Wholesale fats and oils,12,2020.0,-6.7,8.2,25.9,2021
Wholesale fats and oils,1,2021.0,2.4,13.3,25.9,2021
Wholesale fats and oils,2,2021.0,8.4,18.7,30.4,2021
Wholesale fats and oils,3,2021.0,14.3,23.9,35.1,2021
Wholesale fats and oils,4,2021.0,22.2,31.8,42.5,2021
Wholesale fats and oils,5,2021.0,30.1,39.0,49.1,2021
Wholesale fats and oils,6,2021.0,43.8,53.2,63.7,2021
Wholesale fats and oils,7,2021.0,39.9,46.2,53.2,2021
Wholesale fats and oils,8,2021.0,37.8,42.0,46.4,2021
Wholesale fats and oils,9,2021.0,36.4,39.2,42.1,2021
Wholesale fats and oils,10,2021.0,36.9,38.6,40.5,2021
Wholesale fats and oils,11,2021.0,39.0,40.0,41.1,2021
Wholesale fats and oils,12,2021.0,40.0,40.5,40.9,2021
Farm-level fruits,7,2020.0,-12.2,1.4,16.2,2021
Farm-level fruits,8,2020.0,-12.2,0.9,15.8,2021
Farm-level fruits,9,2020.0,-11.9,0.9,15.9,2021
Farm-level fruits,10,2020.0,-11.8,1.2,16.5,2021
Farm-level fruits,11,2020.0,-11.7,1.3,16.1,2021
Farm-level fruits,12,2020.0,-12.8,-0.3,14.2,2021
Farm-level fruits,1,2021.0,-11.6,0.0,12.7,2021
Farm-level fruits,2,2021.0,-7.3,3.6,16.1,2021
Farm-level fruits,3,2021.0,-5.1,4.7,16.0,2021
Farm-level fruits,4,2021.0,-7.5,1.0,10.8,2021
Farm-level fruits,5,2021.0,-4.5,3.4,12.0,2021
Farm-level fruits,6,2021.0,-3.8,3.0,10.6,2021
Farm-level fruits,7,2021.0,-1.9,3.9,10.6,2021
Farm-level fruits,8,2021.0,-1.9,2.9,8.5,2021
Farm-level fruits,9,2021.0,-1.0,2.8,7.1,2021
Farm-level fruits,10,2021.0,-0.3,2.7,6.0,2021
Farm-level fruits,11,2021.0,0.7,2.6,4.8,2021
Farm-level fruits,12,2021.0,4.2,5.4,6.7,2021
Farm-level vegetables,7,2020.0,-17.4,-1.3,18.5,2021
Farm-level vegetables,8,2020.0,-16.4,-0.7,17.8,2021
Farm-level vegetables,9,2020.0,-16.4,-0.7,18.1,2021
Farm-level vegetables,10,2020.0,-16.0,-1.0,17.5,2021
Farm-level vegetables,11,2020.0,-17.9,-1.9,16.7,2021
Farm-level vegetables,12,2020.0,-17.5,-1.6,17.3,2021
Farm-level vegetables,1,2021.0,-19.5,-2.9,16.7,2021
Farm-level vegetables,2,2021.0,-16.5,-1.1,17.9,2021
Farm-level vegetables,3,2021.0,-19.1,-5.5,10.6,2021
Farm-level vegetables,4,2021.0,-20.9,-8.9,5.9,2021
Farm-level vegetables,5,2021.0,-23.5,-12.9,0.2,2021
Farm-level vegetables,6,2021.0,-23.3,-14.0,-2.3,2021
Farm-level vegetables,7,2021.0,-23.5,-15.2,-4.7,2021
Farm-level vegetables,8,2021.0,-23.5,-16.5,-8.0,2021
Farm-level vegetables,9,2021.0,-21.8,-15.8,-8.5,2021
Farm-level vegetables,10,2021.0,-18.2,-13.3,-7.2,2021
Farm-level vegetables,11,2021.0,-13.5,-9.9,-5.5,2021
Farm-level vegetables,12,2021.0,-8.5,-6.5,-3.8,2021
Farm-level wheat,7,2020.0,-33.5,-1.6,43.3,2021
Farm-level wheat,8,2020.0,-33.9,-2.2,45.7,2021
Farm-level wheat,9,2020.0,-36.2,-6.8,38.6,2021
Farm-level wheat,10,2020.0,-31.5,-0.8,43.7,2021
Farm-level wheat,11,2020.0,-25.1,6.5,52.9,2021
Farm-level wheat,12,2020.0,-19.2,9.3,49.9,2021
Farm-level wheat,1,2021.0,-14.2,11.6,46.9,2021
Farm-level wheat,2,2021.0,-2.6,23.4,56.6,2021
Farm-level wheat,3,2021.0,3.0,25.8,55.5,2021
Farm-level wheat,4,2021.0,6.1,26.4,52.0,2021
Farm-level wheat,5,2021.0,6.4,22.4,44.1,2021
Farm-level wheat,6,2021.0,22.2,38.5,59.9,2021
Farm-level wheat,7,2021.0,18.8,30.7,45.5,2021
Farm-level wheat,8,2021.0,23.5,33.3,45.9,2021
Farm-level wheat,9,2021.0,33.0,41.5,52.0,2021
Farm-level wheat,10,2021.0,35.4,41.1,48.1,2021
Farm-level wheat,11,2021.0,38.6,42.3,46.5,2021
Farm-level wheat,12,2021.0,42.3,44.0,46.0,2021
Wholesale wheat flour,7,2020.0,-18.0,-0.2,22.1,2021
Wholesale wheat flour,8,2020.0,-18.7,-0.2,22.3,2021
Wholesale wheat flour,9,2020.0,-18.6,-1.2,20.2,2021
Wholesale wheat flour,10,2020.0,-17.5,-0.3,21.1,2021
Wholesale wheat flour,11,2020.0,-16.1,0.6,20.6,2021
Wholesale wheat flour,12,2020.0,-13.6,2.0,20.9,2021
Wholesale wheat flour,1,2021.0,-10.9,1.6,16.2,2021
Wholesale wheat flour,2,2021.0,-5.1,6.1,19.3,2021
Wholesale wheat flour,3,2021.0,-4.5,5.5,17.0,2021
Wholesale wheat flour,4,2021.0,-1.5,7.3,17.4,2021
Wholesale wheat flour,5,2021.0,-0.9,6.6,14.8,2021
Wholesale wheat flour,6,2021.0,4.5,11.3,18.7,2021
Wholesale wheat flour,7,2021.0,5.7,11.1,17.0,2021
Wholesale wheat flour,8,2021.0,9.7,14.1,18.8,2021
Wholesale wheat flour,9,2021.0,13.9,17.5,21.5,2021
Wholesale wheat flour,10,2021.0,15.1,17.6,20.2,2021
Wholesale wheat flour,11,2021.0,17.3,18.8,20.5,2021
Wholesale wheat flour,12,2021.0,18.5,19.3,20.1,2021
