Date,Open,High,Low,Close,Adj Close,Volume
1989-11-01,456.200012,457.799988,446.799988,456.100006,456.100006,2532190000
1989-12-01,456.600006,459.399994,431.799988,454.799988,454.799988,2777730000
1990-01-01,452.899994,461.600006,410.000000,415.799988,415.799988,3027830000
1990-02-01,416.799988,430.899994,416.200012,425.799988,425.799988,2420920000
1990-03-01,425.299988,443.299988,424.500000,435.500000,435.500000,2885450000
1990-04-01,431.600006,438.500000,417.000000,420.100006,420.100006,2591450000
1990-05-01,422.000000,460.000000,420.700012,459.000000,459.000000,3468570000
1990-06-01,459.500000,469.399994,453.200012,462.299988,462.299988,3142690000
1990-07-01,461.600006,470.299988,436.799988,438.200012,438.200012,2984860000
1990-08-01,437.700012,438.600006,359.700012,381.200012,381.200012,3111320000
1990-09-01,379.000000,385.200012,334.600006,344.500000,344.500000,2089400000
1990-10-01,349.000000,360.899994,323.000000,329.799988,329.799988,2688480000
1990-11-01,328.600006,359.100006,327.799988,359.100006,359.100006,2378230000
1990-12-01,361.100006,378.000000,359.799988,373.799988,373.799988,2500100000
1991-01-01,373.000000,414.200012,353.000000,414.200012,414.200012,2924360000
1991-02-01,415.100006,454.200012,413.500000,453.100006,453.100006,3312960000
1991-03-01,450.600006,483.320007,450.299988,482.299988,482.299988,3585210000
1991-04-01,480.179993,512.679993,479.119995,484.720001,484.720001,4113980000
1991-05-01,481.940002,506.119995,476.579987,506.109985,506.109985,3377720000
1991-06-01,505.839996,508.040009,470.920013,475.920013,475.920013,2835480000
1991-07-01,478.059998,502.130005,471.239990,502.040009,502.040009,3098110000
1991-08-01,502.269989,527.710022,487.079987,525.679993,525.679993,3274400000
1991-09-01,526.299988,529.210022,511.049988,526.880005,526.880005,3215650000
1991-10-01,527.140015,543.010010,513.210022,542.979980,542.979980,4070930000
1991-11-01,542.169983,558.159973,516.390015,523.900024,523.900024,3700150000
1991-12-01,519.479980,586.349976,518.630005,586.340027,586.340027,3632360000
1992-01-01,580.039978,632.989990,576.130005,620.210022,620.210022,5605540000
1992-02-01,620.570007,646.090027,617.080017,633.469971,633.469971,4219570000
1992-03-01,634.039978,637.210022,599.599976,603.770020,603.770020,4048220000
1992-04-01,598.619995,603.169983,557.059998,578.679993,578.679993,3946710000
1992-05-01,579.729980,591.210022,571.010010,585.309998,585.309998,3114980000
1992-06-01,583.669983,591.070007,545.950012,563.599976,563.599976,3589630000
1992-07-01,563.729980,581.010010,553.760010,580.830017,580.830017,3591650000
1992-08-01,579.619995,583.840027,550.359985,563.119995,563.119995,3083350000
1992-09-01,562.510010,594.210022,562.359985,583.270020,583.270020,3700770000
1992-10-01,581.080017,606.580017,551.719971,605.169983,605.169983,4223690000
1992-11-01,603.760010,652.750000,603.309998,652.729980,652.729980,4404630000
1992-12-01,650.580017,676.950012,648.750000,676.950012,676.950012,4949710000
1993-01-01,675.309998,711.030029,670.510010,696.340027,696.340027,5187460000
1993-02-01,697.979980,711.280029,647.789978,670.770020,670.770020,4973610000
1993-03-01,670.880005,697.409973,668.739990,690.130005,690.130005,5119150000
1993-04-01,690.820007,691.150024,644.710022,661.419983,661.419983,4887000000
1993-05-01,662.750000,707.049988,661.429993,700.530029,700.530029,5106460000
1993-06-01,700.960022,706.630005,682.890015,703.950012,703.950012,5371310000
1993-07-01,702.010010,713.960022,694.530029,704.700012,704.700012,5191300000
1993-08-01,706.380005,742.909973,705.059998,742.840027,742.840027,5712060000
1993-09-01,743.650024,766.570007,724.479980,762.780029,762.780029,5776680000
1993-10-01,761.619995,791.200012,758.900024,779.260010,779.260010,6700790000
1993-11-01,780.369995,786.099976,737.669983,754.390015,754.390015,6246880000
1993-12-01,759.900024,776.869995,750.299988,776.799988,776.799988,6225130000
1994-01-01,774.109985,800.630005,768.409973,800.469971,800.469971,6683340000
1994-02-01,798.419983,799.989990,767.299988,792.500000,792.500000,5993960000
1994-03-01,792.099976,804.429993,731.849976,743.460022,743.460022,7321980000
1994-04-01,723.059998,755.349976,703.400024,733.840027,733.840027,5623380000
1994-05-01,733.969971,742.460022,703.840027,735.190002,735.190002,5743170000
1994-06-01,733.179993,744.940002,690.950012,705.960022,705.960022,6016150000
1994-07-01,706.289978,725.190002,699.409973,722.159973,722.159973,5335860000
1994-08-01,722.840027,767.599976,715.909973,765.619995,765.619995,6695930000
1994-09-01,763.000000,779.580017,752.489990,764.289978,764.289978,5964610000
1994-10-01,764.469971,778.809998,737.619995,777.489990,777.489990,6625590000
1994-11-01,776.250000,776.859985,728.780029,750.320007,750.320007,6188120000
1994-12-01,748.830017,751.979980,710.940002,751.960022,751.960022,6169730000
1995-01-01,751.309998,774.309998,740.469971,755.200012,755.200012,6429730000
1995-02-01,756.679993,796.020020,756.679993,793.729980,793.729980,6206060000
1995-03-01,794.330017,829.919983,790.349976,817.210022,817.210022,7600900000
1995-04-01,816.059998,844.419983,810.890015,843.979980,843.979980,6910700000
1995-05-01,844.719971,885.919983,839.429993,864.580017,864.580017,8133750000
1995-06-01,865.669983,941.169983,863.840027,933.450012,933.450012,8795140000
1995-07-01,933.989990,1023.030029,931.989990,1001.210022,1001.210022,9056140000
1995-08-01,1001.570007,1035.189941,970.809998,1020.109985,1020.109985,9872930000
1995-09-01,1019.419983,1070.229980,1008.440002,1043.540039,1043.540039,8983540000
1995-10-01,1041.390015,1050.650024,959.359985,1036.060059,1036.060059,9660490000
1995-11-01,1037.300049,1068.810059,1016.580017,1059.199951,1059.199951,9544310000
1995-12-01,1060.660034,1074.849976,1001.530029,1052.130005,1052.130005,9972500000
1996-01-01,1052.829956,1059.810059,977.789978,1059.790039,1059.790039,11326210000
1996-02-01,1058.260010,1121.890015,1057.819946,1100.050049,1100.050049,10690430000
1996-03-01,1098.939941,1119.839966,1057.869995,1101.400024,1101.400024,10648850000
1996-04-01,1105.770020,1190.869995,1092.439941,1190.520020,1190.520020,11951730000
1996-05-01,1190.479980,1252.810059,1163.209961,1243.430054,1243.430054,14550600000
1996-06-01,1242.540039,1254.119995,1147.750000,1185.020020,1185.020020,11479100000
1996-07-01,1185.640015,1198.040039,1008.440002,1080.589966,1080.589966,11807920000
1996-08-01,1081.339966,1153.900024,1080.410034,1141.500000,1141.500000,9696450000
1996-09-01,1133.300049,1237.260010,1123.140015,1226.920044,1226.920044,10646990000
1996-10-01,1223.729980,1269.619995,1202.359985,1221.510010,1221.510010,12543840000
1996-11-01,1223.719971,1293.750000,1218.229980,1292.609985,1292.609985,10973580000
1996-12-01,1294.780029,1328.949951,1251.030029,1291.030029,1291.030029,11852910000
1997-01-01,1292.650024,1400.530029,1272.339966,1379.849976,1379.849976,14074400000
1997-02-01,1383.969971,1384.510010,1296.880005,1309.000000,1309.000000,12037800000
1997-03-01,1306.209961,1332.339966,1220.400024,1221.699951,1221.699951,11834210000
1997-04-01,1211.280029,1267.410034,1194.160034,1260.760010,1260.760010,12452400000
1997-05-01,1263.930054,1414.260010,1260.939941,1400.319946,1400.319946,12905590000
1997-06-01,1407.069946,1467.290039,1375.449951,1442.069946,1442.069946,12580930000
1997-07-01,1442.650024,1595.760010,1432.420044,1593.810059,1593.810059,14331570000
1997-08-01,1594.670044,1638.260010,1545.130005,1587.319946,1587.319946,13420440000
1997-09-01,1595.069946,1702.489990,1595.069946,1685.689941,1685.689941,14680150000
1997-10-01,1690.790039,1748.780029,1465.839966,1593.609985,1593.609985,18850990000
1997-11-01,1609.619995,1654.430054,1508.410034,1600.550049,1600.550049,11687640000
1997-12-01,1608.560059,1652.839966,1486.510010,1570.349976,1570.349976,14926610000
1998-01-01,1574.099976,1629.540039,1465.609985,1619.359985,1619.359985,13738080000
1998-02-01,1640.060059,1783.739990,1640.060059,1770.510010,1770.510010,14564140000
1998-03-01,1778.719971,1840.829956,1708.479980,1835.680054,1835.680054,16973400000
1998-04-01,1838.150024,1931.829956,1788.739990,1868.410034,1868.410034,17292480000
1998-05-01,1871.810059,1890.800049,1742.050049,1778.869995,1778.869995,14377770000
1998-06-01,1770.369995,1898.619995,1715.040039,1894.739990,1894.739990,15899310000
1998-07-01,1904.239990,2028.180054,1871.719971,1872.390015,1872.390015,17597450000
1998-08-01,1869.719971,1874.310059,1498.729980,1499.250000,1499.250000,15746140000
1998-09-01,1509.010010,1769.709961,1475.489990,1693.839966,1693.839966,15884050000
1998-10-01,1663.300049,1781.630005,1343.869995,1771.390015,1771.390015,19397870000
1998-11-01,1783.709961,2025.040039,1771.400024,1949.540039,1949.540039,17697660000
1998-12-01,1928.510010,2200.629883,1924.150024,2192.689941,2192.689941,19075670000
1999-01-01,2207.540039,2506.679932,2192.679932,2505.889893,2505.889893,20526060000
1999-02-01,2522.379883,2533.439941,2224.209961,2288.030029,2288.030029,17439250000
1999-03-01,2286.830078,2520.629883,2235.189941,2461.399902,2461.399902,21196320000
1999-04-01,2493.070068,2677.760010,2329.870117,2542.860107,2542.860107,23426400000
1999-05-01,2546.330078,2632.739990,2339.120117,2470.520020,2470.520020,18519390000
1999-06-01,2467.510010,2696.870117,2364.590088,2686.120117,2686.120117,19607990000
1999-07-01,2692.959961,2874.919922,2619.080078,2638.489990,2638.489990,20915660000
1999-08-01,2638.310059,2819.899902,2442.219971,2739.350098,2739.350098,20246710000
1999-09-01,2752.330078,2897.530029,2684.699951,2746.159912,2746.159912,21333490000
1999-10-01,2729.040039,2978.629883,2632.010010,2966.429932,2966.429932,22684970000
1999-11-01,2970.929932,3469.350098,2967.629883,3336.159912,3336.159912,28754050000
1999-12-01,3341.100098,4090.610107,3321.570068,4069.310059,4069.310059,31236210000
2000-01-01,4186.189941,4303.149902,3711.090088,3940.350098,3940.350098,33421060000
2000-02-01,3961.070068,4698.459961,3911.840088,4696.689941,4696.689941,35644700000
2000-03-01,4732.819824,5132.520020,4355.689941,4572.830078,4572.830078,43200490000
2000-04-01,4494.890137,4572.839844,3227.040039,3860.659912,3860.659912,35147970000
2000-05-01,3930.179932,3982.379883,3042.659912,3400.909912,3400.909912,30831980000
2000-06-01,3471.949951,4073.729980,3459.850098,3966.110107,3966.110107,33352380000
2000-07-01,3950.590088,4289.060059,3615.790039,3766.989990,3766.989990,30916110000
2000-08-01,3760.949951,4208.729980,3521.139893,4206.350098,4206.350098,33222920000
2000-09-01,4252.149902,4259.870117,3614.659912,3672.820068,3672.820068,34727330000
2000-10-01,3714.479980,3714.479980,3026.110107,3369.629883,3369.629883,44129010000
2000-11-01,3316.510010,3480.010010,2523.040039,2597.929932,2597.929932,38181910000
2000-12-01,2644.090088,3028.750000,2288.159912,2470.520020,2470.520020,44347190000
2001-01-01,2474.159912,2892.360107,2251.709961,2772.729980,2772.729980,49399780000
2001-02-01,2771.570068,2796.889893,2127.500000,2151.830078,2151.830078,36428040000
2001-03-01,2126.300049,2243.780029,1794.209961,1840.260010,1840.260010,44719260000
2001-04-01,1835.219971,2202.860107,1619.579956,2116.239990,2116.239990,42649960000
2001-05-01,2116.239990,2328.050049,2052.409912,2110.489990,2110.489990,41465750000
2001-06-01,2131.120117,2264.580078,1973.699951,2160.540039,2160.540039,36577380000
2001-07-01,2156.760010,2181.050049,1934.670044,2027.130005,2027.130005,32812530000
2001-08-01,2051.560059,2103.159912,1777.109985,1805.430054,1805.430054,32437350000
2001-09-01,1802.290039,1836.189941,1387.060059,1498.800049,1498.800049,30829450000
2001-10-01,1491.449951,1792.869995,1458.410034,1690.199951,1690.199951,43885890000
2001-11-01,1705.520020,1965.089966,1683.989990,1930.579956,1930.579956,38324730000
2001-12-01,1915.130005,2065.689941,1898.979980,1950.400024,1950.400024,35539380000
2002-01-01,1965.180054,2098.879883,1851.489990,1934.030029,1934.030029,39095980000
2002-02-01,1928.829956,1942.150024,1696.550049,1731.489990,1731.489990,34022690000
2002-03-01,1745.489990,1946.229980,1742.079956,1845.349976,1845.349976,34619370000
2002-04-01,1834.589966,1865.369995,1640.969971,1688.229980,1688.229980,38648510000
2002-05-01,1683.760010,1759.329956,1560.290039,1615.729980,1615.729980,39802810000
2002-06-01,1613.500000,1621.500000,1375.530029,1463.209961,1463.209961,36638230000
2002-07-01,1457.040039,1459.839966,1192.420044,1328.260010,1328.260010,45237670000
2002-08-01,1322.469971,1426.760010,1205.680054,1314.849976,1314.849976,31490760000
2002-09-01,1302.670044,1347.270020,1160.069946,1172.060059,1172.060059,29029680000
2002-10-01,1180.260010,1347.579956,1108.489990,1329.750000,1329.750000,38730160000
2002-11-01,1320.949951,1497.439941,1313.719971,1478.780029,1478.780029,35673650000
2002-12-01,1507.939941,1521.439941,1327.189941,1335.510010,1335.510010,29122630000
2003-01-01,1346.930054,1467.349976,1303.640015,1320.910034,1320.910034,30898030000
2003-02-01,1324.739990,1352.069946,1261.790039,1337.520020,1337.520020,24374040000
2003-03-01,1344.209961,1425.729980,1253.219971,1341.170044,1341.170044,31136990000
2003-04-01,1347.540039,1482.489990,1338.229980,1464.310059,1464.310059,30761430000
2003-05-01,1463.000000,1599.920044,1451.319946,1595.910034,1595.910034,38423310000
2003-06-01,1612.099976,1686.099976,1584.699951,1622.800049,1622.800049,41170990000
2003-07-01,1617.300049,1776.099976,1598.920044,1735.020020,1735.020020,38212570000
2003-08-01,1731.630005,1813.819946,1640.880005,1810.449951,1810.449951,30294060000
2003-09-01,1817.920044,1913.739990,1783.459961,1786.939941,1786.939941,39917180000
2003-10-01,1797.069946,1966.869995,1796.089966,1932.209961,1932.209961,41226870000
2003-11-01,1941.310059,1992.270020,1878.069946,1960.260010,1960.260010,34049930000
2003-12-01,1972.969971,2015.229980,1887.459961,2003.369995,2003.369995,35470880000
2004-01-01,2011.079956,2153.830078,1999.770020,2066.149902,2066.149902,45972690000
2004-02-01,2072.129883,2094.919922,1991.050049,2029.819946,2029.819946,35916840000
2004-03-01,2036.920044,2069.020020,1896.910034,1994.219971,1994.219971,42497500000
2004-04-01,1996.449951,2079.120117,1919.390015,1920.150024,1920.150024,40153120000
2004-05-01,1928.719971,1991.869995,1865.400024,1986.739990,1986.739990,32652780000
2004-06-01,1978.520020,2055.649902,1960.260010,2047.790039,2047.790039,32602090000
2004-07-01,2045.530029,2045.530029,1829.060059,1887.359985,1887.359985,35711700000
2004-08-01,1874.930054,1893.130005,1750.819946,1838.099976,1838.099976,30823660000
2004-09-01,1833.369995,1925.849976,1833.329956,1896.839966,1896.839966,31295080000
2004-10-01,1909.589966,1984.180054,1899.329956,1974.989990,1974.989990,35975380000
2004-11-01,1975.479980,2117.889893,1969.319946,2096.810059,2096.810059,37928210000
2004-12-01,2104.580078,2185.560059,2097.860107,2175.439941,2175.439941,44379920000
2005-01-01,2184.750000,2191.600098,2008.680054,2062.409912,2062.409912,43135970000
2005-02-01,2063.270020,2103.449951,2023.000000,2051.719971,2051.719971,36633150000
2005-03-01,2057.469971,2100.570068,1968.579956,1999.229980,1999.229980,39780380000
2005-04-01,2009.089966,2021.819946,1889.829956,1921.650024,1921.650024,37517930000
2005-05-01,1923.229980,2076.800049,1916.030029,2068.219971,2068.219971,34223410000
2005-06-01,2067.229980,2106.570068,2039.689941,2056.959961,2056.959961,36702320000
2005-07-01,2060.969971,2201.389893,2050.300049,2184.830078,2184.830078,32702310000
2005-08-01,2191.489990,2219.909912,2112.250000,2152.090088,2152.090088,34238710000
2005-09-01,2150.030029,2186.830078,2093.060059,2151.689941,2151.689941,34790080000
2005-10-01,2152.699951,2167.000000,2025.579956,2120.300049,2120.300049,36500900000
2005-11-01,2109.889893,2269.300049,2108.860107,2232.820068,2232.820068,35854200000
2005-12-01,2244.850098,2278.159912,2200.510010,2205.320068,2205.320068,34343260000
2006-01-01,2216.530029,2332.919922,2189.909912,2305.820068,2305.820068,41781780000
2006-02-01,2294.110107,2313.530029,2232.679932,2281.389893,2281.389893,37103890000
2006-03-01,2288.149902,2353.139893,2239.540039,2339.790039,2339.790039,47567350000
2006-04-01,2352.239990,2375.540039,2299.419922,2322.570068,2322.570068,39227480000
2006-05-01,2329.790039,2352.560059,2135.810059,2178.879883,2178.879883,45923780000
2006-06-01,2179.820068,2233.879883,2065.110107,2172.090088,2172.090088,43418010000
2006-07-01,2177.909912,2190.439941,2012.780029,2091.469971,2091.469971,36405330000
2006-08-01,2080.340088,2193.340088,2048.219971,2183.750000,2183.750000,38177580000
2006-09-01,2194.560059,2273.300049,2147.439941,2258.429932,2258.429932,37304950000
2006-10-01,2257.000000,2379.290039,2224.209961,2366.709961,2366.709961,42714580000
2006-11-01,2373.489990,2468.419922,2316.820068,2431.770020,2431.770020,38943340000
2006-12-01,2430.750000,2470.949951,2392.949951,2415.290039,2415.290039,35073670000
2007-01-01,2429.719971,2508.929932,2394.659912,2463.929932,2463.929932,42688490000
2007-02-01,2474.080078,2531.419922,2395.350098,2416.149902,2416.149902,39700560000
2007-03-01,2377.179932,2459.959961,2331.570068,2421.639893,2421.639893,43563900000
2007-04-01,2425.360107,2562.989990,2409.040039,2525.090088,2525.090088,39717000000
2007-05-01,2529.949951,2607.899902,2510.570068,2604.520020,2604.520020,44252460000
2007-06-01,2614.010010,2634.600098,2534.969971,2603.229980,2603.229980,45340310000
2007-07-01,2617.389893,2724.739990,2545.899902,2546.270020,2546.270020,45107360000
2007-08-01,2538.500000,2627.750000,2386.689941,2596.360107,2596.360107,52126030000
2007-09-01,2596.379883,2716.750000,2536.929932,2701.500000,2701.500000,35257250000
2007-10-01,2704.250000,2861.510010,2698.139893,2859.120117,2859.120117,48751620000
2007-11-01,2835.000000,2835.629883,2539.810059,2660.959961,2660.959961,50214790000
2007-12-01,2654.909912,2734.820068,2553.989990,2652.280029,2652.280029,37753390000
2008-01-01,2653.909912,2661.500000,2202.540039,2389.860107,2389.860107,55211960000
2008-02-01,2392.580078,2419.229980,2252.649902,2271.479980,2271.479980,45767570000
2008-03-01,2271.260010,2346.780029,2155.419922,2279.100098,2279.100098,44966440000
2008-04-01,2306.510010,2451.189941,2266.290039,2412.800049,2412.800049,42726250000
2008-05-01,2416.489990,2551.469971,2416.489990,2522.659912,2522.659912,42783110000
2008-06-01,2514.820068,2549.939941,2290.590088,2292.979980,2292.979980,45968100000
2008-07-01,2274.239990,2353.389893,2167.290039,2325.550049,2325.550049,50672460000
2008-08-01,2326.830078,2473.199951,2280.929932,2367.520020,2367.520020,39482890000
2008-09-01,2402.110107,2413.110107,1983.729980,2091.879883,2091.879883,51722940000
2008-10-01,2075.100098,2083.199951,1493.790039,1720.949951,1720.949951,62537120000
2008-11-01,1718.890015,1785.839966,1295.479980,1535.569946,1535.569946,41933210000
2008-12-01,1496.089966,1602.920044,1398.069946,1577.030029,1577.030029,39619890000
2009-01-01,1578.869995,1665.630005,1434.079956,1476.420044,1476.420044,39995600000
2009-02-01,1460.849976,1598.500000,1372.420044,1377.839966,1377.839966,42380620000
2009-03-01,1356.130005,1587.000000,1265.520020,1528.589966,1528.589966,49480930000
2009-04-01,1504.869995,1753.609985,1498.540039,1717.300049,1717.300049,48683640000
2009-05-01,1719.290039,1774.329956,1664.189941,1774.329956,1774.329956,47352030000
2009-06-01,1796.089966,1879.920044,1753.780029,1835.040039,1835.040039,51881250000
2009-07-01,1846.119995,2009.810059,1727.050049,1978.500000,1978.500000,47084360000
2009-08-01,1998.349976,2059.479980,1929.640015,2009.060059,2009.060059,44011670000
2009-09-01,2001.300049,2167.699951,1958.040039,2122.419922,2122.419922,49652910000
2009-10-01,2111.770020,2190.639893,2040.209961,2045.109985,2045.109985,50489640000
2009-11-01,2047.420044,2205.320068,2024.270020,2144.600098,2144.600098,38877300000
2009-12-01,2162.229980,2295.800049,2155.959961,2269.149902,2269.149902,39269070000
2010-01-01,2294.409912,2326.280029,2140.340088,2147.350098,2147.350098,45625830000
2010-02-01,2155.810059,2251.679932,2100.169922,2238.260010,2238.260010,42835360000
2010-03-01,2247.399902,2432.250000,2247.330078,2397.959961,2397.959961,54955550000
2010-04-01,2411.679932,2535.280029,2383.770020,2461.189941,2461.189941,54528540000
2010-05-01,2472.320068,2503.000000,2140.530029,2257.040039,2257.040039,57203120000
2010-06-01,2244.790039,2341.110107,2105.260010,2109.239990,2109.239990,48633730000
2010-07-01,2110.750000,2307.600098,2061.139893,2254.699951,2254.699951,43910370000
2010-08-01,2283.320068,2309.429932,2099.290039,2114.030029,2114.030029,41794240000
2010-09-01,2142.750000,2400.060059,2141.949951,2368.620117,2368.620117,41586870000
2010-10-01,2386.820068,2517.500000,2332.459961,2507.409912,2507.409912,41539760000
2010-11-01,2520.449951,2592.939941,2459.790039,2498.229980,2498.229980,40893560000
2010-12-01,2535.189941,2675.260010,2535.189941,2652.870117,2652.870117,36306890000
2011-01-01,2676.649902,2766.169922,2663.639893,2700.080078,2700.080078,40221760000
2011-02-01,2717.610107,2840.510010,2705.540039,2782.270020,2782.270020,39225340000
2011-03-01,2791.080078,2802.320068,2603.500000,2781.070068,2781.070068,45049990000
2011-04-01,2796.669922,2876.830078,2706.500000,2873.540039,2873.540039,38024600000
2011-05-01,2881.280029,2887.750000,2739.850098,2835.300049,2835.300049,42067110000
2011-06-01,2829.389893,2834.050049,2599.860107,2773.520020,2773.520020,42570710000
2011-07-01,2775.080078,2878.939941,2724.989990,2756.379883,2756.379883,37282980000
2011-08-01,2791.449951,2796.239990,2331.649902,2579.459961,2579.459961,56977870000
2011-09-01,2583.340088,2643.370117,2414.310059,2415.399902,2415.399902,42996470000
2011-10-01,2401.189941,2753.370117,2298.889893,2684.409912,2684.409912,42787830000
2011-11-01,2607.310059,2730.389893,2441.479980,2620.340088,2620.340088,38397210000
2011-12-01,2615.669922,2674.530029,2518.010010,2605.149902,2605.149902,33177490000
2012-01-01,2657.389893,2834.300049,2627.229980,2813.840088,2813.840088,35325900000
2012-02-01,2830.100098,3000.110107,2825.189941,2966.889893,2966.889893,37728460000
2012-03-01,2979.110107,3134.169922,2900.280029,3091.570068,3091.570068,36686310000
2012-04-01,3085.939941,3128.250000,2946.040039,3046.360107,3046.360107,33793990000
2012-05-01,3044.790039,3085.399902,2774.449951,2827.340088,2827.340088,40115930000
2012-06-01,2810.129883,2942.280029,2726.679932,2935.050049,2935.050049,37458650000
2012-07-01,2938.409912,2987.939941,2837.719971,2939.520020,2939.520020,34686680000
2012-08-01,2956.719971,3100.540039,2890.850098,3066.959961,3066.959961,35708950000
2012-09-01,3063.250000,3196.929932,3040.239990,3116.229980,3116.229980,33719730000
2012-10-01,3130.310059,3171.459961,2961.159912,2977.229980,2977.229980,36367020000
2012-11-01,2987.540039,3033.850098,2810.800049,3010.239990,3010.239990,36894240000
2012-12-01,3029.209961,3061.820068,2951.040039,3019.510010,3019.510010,33522490000
2013-01-01,3091.330078,3164.060059,3076.600098,3142.129883,3142.129883,39027620000
2013-02-01,3162.939941,3213.600098,3105.360107,3160.189941,3160.189941,35765430000
2013-03-01,3143.540039,3270.300049,3129.399902,3267.520020,3267.520020,33749180000
2013-04-01,3268.629883,3328.790039,3154.959961,3328.790039,3328.790039,36904330000
2013-05-01,3325.350098,3532.040039,3296.500000,3455.909912,3455.909912,39144080000
2013-06-01,3460.760010,3488.310059,3294.949951,3403.250000,3403.250000,37528250000
2013-07-01,3430.479980,3649.350098,3415.229980,3626.370117,3626.370117,35889520000
2013-08-01,3654.179932,3694.189941,3573.570068,3589.870117,3589.870117,32934650000
2013-09-01,3622.639893,3798.760010,3593.620117,3771.479980,3771.479980,34997740000
2013-10-01,3774.179932,3966.709961,3650.030029,3919.709961,3919.709961,43017190000
2013-11-01,3932.449951,4069.699951,3855.070068,4059.889893,4059.889893,35818470000
