DATE,CPIUFDNS_PC1
2009-01-01,5.30012
2009-02-01,4.79954
2009-03-01,4.40098
2009-04-01,3.34435
2009-05-01,2.72195
2009-06-01,2.10886
2009-07-01,0.90943
2009-08-01,0.42879
2009-09-01,-0.21957
2009-10-01,-0.55409
2009-11-01,-0.67840
2009-12-01,-0.53381
2010-01-01,-0.36463
2010-02-01,-0.19479
2010-03-01,0.19762
2010-04-01,0.48404
2010-05-01,0.71066
2010-06-01,0.67879
2010-07-01,0.85797
2010-08-01,0.98505
2010-09-01,1.38018
2010-10-01,1.42052
2010-11-01,1.54282
2010-12-01,1.52042
2011-01-01,1.84490
2011-02-01,2.29502
2011-03-01,2.88451
2011-04-01,3.16215
2011-05-01,3.46531
2011-06-01,3.71411
2011-07-01,4.19631
2011-08-01,4.58470
2011-09-01,4.70311
2011-10-01,4.71453
2011-11-01,4.61116
2011-12-01,4.68667
2012-01-01,4.37572
2012-02-01,3.88161
2012-03-01,3.30242
2012-04-01,3.13243
2012-05-01,2.80338
2012-06-01,2.72827
2012-07-01,2.32748
2012-08-01,2.00476
2012-09-01,1.61554
2012-10-01,1.67131
2012-11-01,1.77911
2012-12-01,1.76783
2013-01-01,1.57952
2013-02-01,1.64096
2013-03-01,1.52067
2013-04-01,1.54652
2013-05-01,1.36582
2013-06-01,1.38250
2013-07-01,1.44288
2013-08-01,1.38796
2013-09-01,1.37603
2013-10-01,1.27428
2013-11-01,1.16860
2013-12-01,1.05315
2014-01-01,1.07091
2014-02-01,1.39949
2014-03-01,1.72046
2014-04-01,1.89832
2014-05-01,2.45977
2014-06-01,2.33707
2014-07-01,2.54556
2014-08-01,2.69791
2014-09-01,2.99256
2014-10-01,3.06679
2014-11-01,3.17748
2014-12-01,3.40818
2015-01-01,3.20925
2015-02-01,2.95149
2015-03-01,2.34902
2015-04-01,1.98229
2015-05-01,1.58576
2015-06-01,1.79675
2015-07-01,1.63310
2015-08-01,1.58319
2015-09-01,1.63594
2015-10-01,1.58505
2015-11-01,1.27003
2015-12-01,0.78341
2016-01-01,0.84896
2016-02-01,0.85941
2016-03-01,0.78563
2016-04-01,0.93125
2016-05-01,0.67956
2016-06-01,0.32512
2016-07-01,0.22307
2016-08-01,0.01938
2016-09-01,-0.28757
2016-10-01,-0.39309
2016-11-01,-0.35078
2016-12-01,-0.23800
2017-01-01,-0.15646
2017-02-01,-0.00362
2017-03-01,0.47867
2017-04-01,0.53379
2017-05-01,0.86985
2017-06-01,0.87724
2017-07-01,1.07451
2017-08-01,1.11982
2017-09-01,1.24074
2017-10-01,1.32663
2017-11-01,1.38865
2017-12-01,1.58706
2018-01-01,1.65927
2018-02-01,1.39675
2018-03-01,1.28630
2018-04-01,1.38945
2018-05-01,1.23272
2018-06-01,1.43319
2018-07-01,1.41159
2018-08-01,1.43078
2018-09-01,1.35462
2018-10-01,1.19110
2018-11-01,1.39833
2018-12-01,1.58097
2019-01-01,1.60722
2019-02-01,1.96459
2019-03-01,2.12149
2019-04-01,1.77679
2019-05-01,1.98026
2019-06-01,1.90853
2019-07-01,1.78446
2019-08-01,1.70539
2019-09-01,1.78857
2019-10-01,2.07346
2019-11-01,2.00017
2019-12-01,1.80753
2020-01-01,1.80955
2020-02-01,1.80933
2020-03-01,1.93385
2020-04-01,3.51134
2020-05-01,4.00178
2020-06-01,4.53608
2020-07-01,4.09991
2020-08-01,4.12871
2020-09-01,3.94681
2020-10-01,3.92710
2020-11-01,3.70066
2020-12-01,3.92575
2021-01-01,3.78500
2021-02-01,3.62271
2021-03-01,3.46544
2021-04-01,2.37407
2021-05-01,2.15058
2021-06-01,2.38574
2021-07-01,3.44562
2021-08-01,3.73719
2021-09-01,4.58570
2021-10-01,5.32821
2021-11-01,6.10921
2021-12-01,6.27465
2022-01-01,6.95141
2022-02-01,7.89754
2022-03-01,8.79873
2022-04-01,9.38189
2022-05-01,10.14762
2022-06-01,10.43967
2022-07-01,10.93206
2022-08-01,11.37084
2022-09-01,11.23813
2022-10-01,10.94914
2022-11-01,10.63021
2022-12-01,10.40994
2023-01-01,10.13348
2023-02-01,9.48619
