cpi_item,curr_month,curr_year,lower,mid,upper,pred_year
Nonalcoholic beverages,8,2010.0,-4.1,-0.3,3.6,2011
Nonalcoholic beverages,9,2010.0,-3.8,-0.1,3.8,2011
Nonalcoholic beverages,10,2010.0,-3.8,-0.1,3.7,2011
Nonalcoholic beverages,11,2010.0,-3.7,-0.3,3.3,2011
Nonalcoholic beverages,12,2010.0,-3.4,-0.2,3.2,2011
Nonalcoholic beverages,1,2011.0,-4.6,-1.5,1.6,2011
Nonalcoholic beverages,2,2011.0,-0.5,1.7,3.9,2011
Nonalcoholic beverages,3,2011.0,0.0,1.9,4.0,2011
Nonalcoholic beverages,4,2011.0,0.8,2.4,4.1,2011
Nonalcoholic beverages,5,2011.0,1.3,2.8,4.3,2011
Nonalcoholic beverages,6,2011.0,1.6,2.8,4.0,2011
Nonalcoholic beverages,7,2011.0,1.8,2.8,3.8,2011
Nonalcoholic beverages,8,2011.0,2.3,3.1,4.0,2011
Nonalcoholic beverages,9,2011.0,2.6,3.2,3.9,2011
Nonalcoholic beverages,10,2011.0,2.8,3.2,3.7,2011
Nonalcoholic beverages,11,2011.0,3.0,3.3,3.6,2011
Nonalcoholic beverages,12,2011.0,3.1,3.2,3.4,2011
Other foods,7,2010.0,-1.2,1.6,4.5,2011
Other foods,8,2010.0,-1.1,1.6,4.4,2011
Other foods,9,2010.0,-0.9,1.7,4.5,2011
Other foods,10,2010.0,-1.5,1.1,3.8,2011
Other foods,11,2010.0,-1.8,0.6,3.2,2011
Other foods,12,2010.0,-2.2,0.1,2.4,2011
Other foods,1,2011.0,-2.4,-0.2,2.1,2011
Other foods,2,2011.0,-1.7,0.2,2.2,2011
Other foods,3,2011.0,-0.7,1.0,2.7,2011
Other foods,4,2011.0,0.1,1.6,3.2,2011
Other foods,5,2011.0,0.6,1.9,3.2,2011
Other foods,6,2011.0,0.9,1.9,3.0,2011
Other foods,7,2011.0,1.1,2.0,2.9,2011
Other foods,8,2011.0,1.5,2.2,2.9,2011
Other foods,9,2011.0,2.0,2.5,3.0,2011
Other foods,10,2011.0,2.0,2.4,2.8,2011
Other foods,11,2011.0,2.2,2.4,2.6,2011
Other foods,12,2011.0,2.2,2.3,2.5,2011
