ppi_item,curr_month,curr_year,lower,mid,upper,pred_year
Farm-level fruits,10,2019.0,-10.6,-7.8,-4.5,2019
Farm-level fruits,11,2019.0,-9.2,-7.3,-5.1,2019
Farm-level fruits,12,2019.0,-7.9,-6.9,-5.8,2019
Farm-level vegetables,7,2018.0,-13.7,1.6,20.2,2019
Farm-level vegetables,8,2018.0,-12.8,2.6,20.7,2019
Farm-level vegetables,9,2018.0,-12.7,2.4,20.5,2019
Farm-level vegetables,10,2018.0,-12.5,3.1,20.8,2019
Farm-level vegetables,11,2018.0,-12.6,2.9,20.6,2019
Farm-level vegetables,12,2018.0,-12.6,2.5,20.5,2019
Farm-level vegetables,1,2019.0,-10.6,6.9,27.9,2019
Farm-level vegetables,2,2019.0,-11.2,4.2,22.8,2019
Farm-level vegetables,3,2019.0,-11.4,2.5,18.4,2019
Farm-level vegetables,4,2019.0,-6.2,6.7,22.7,2019
Farm-level vegetables,5,2019.0,-5.9,5.6,19.5,2019
Farm-level vegetables,6,2019.0,-3.0,7.3,20.1,2019
Farm-level vegetables,7,2019.0,-0.1,9.4,21.1,2019
Farm-level vegetables,8,2019.0,2.5,10.7,20.6,2019
Farm-level vegetables,9,2019.0,2.4,9.1,17.2,2019
Farm-level vegetables,10,2019.0,2.4,7.2,13.3,2019
Farm-level vegetables,11,2019.0,7.0,10.8,15.5,2019
Farm-level vegetables,12,2019.0,10.7,12.8,15.5,2019
Farm-level wheat,7,2018.0,-30.2,4.8,55.3,2019
Farm-level wheat,8,2018.0,-33.1,-0.1,49.5,2019
Farm-level wheat,9,2018.0,-29.5,3.3,54.4,2019
Farm-level wheat,10,2018.0,-32.3,-1.1,45.1,2019
Farm-level wheat,11,2018.0,-28.6,0.4,43.1,2019
Farm-level wheat,12,2018.0,-29.5,-1.4,38.4,2019
Farm-level wheat,1,2019.0,-25.7,0.8,38.3,2019
Farm-level wheat,2,2019.0,-23.5,-0.3,31.4,2019
Farm-level wheat,3,2019.0,-19.4,1.3,29.0,2019
Farm-level wheat,4,2019.0,-22.8,-5.9,16.4,2019
Farm-level wheat,5,2019.0,-21.2,-7.6,10.9,2019
Farm-level wheat,6,2019.0,-20.7,-9.6,5.1,2019
Farm-level wheat,7,2019.0,-14.1,-3.9,9.1,2019
Farm-level wheat,8,2019.0,-14.3,-6.8,2.6,2019
Farm-level wheat,9,2019.0,-15.5,-10.6,-4.5,2019
Farm-level wheat,10,2019.0,-13.8,-10.3,-6.2,2019
Farm-level wheat,11,2019.0,-10.9,-8.6,-5.9,2019
Farm-level wheat,12,2019.0,-9.0,-7.9,-6.6,2019
Wholesale wheat flour,7,2018.0,-19.3,0.7,25.4,2019
Wholesale wheat flour,8,2018.0,-19.8,-0.5,23.8,2019
Wholesale wheat flour,9,2018.0,-18.2,0.5,24.1,2019
Wholesale wheat flour,10,2018.0,-19.8,-1.2,21.5,2019
Wholesale wheat flour,11,2018.0,-17.9,-0.4,20.8,2019
Wholesale wheat flour,12,2018.0,-16.7,-0.4,19.5,2019
Wholesale wheat flour,1,2019.0,-13.4,1.8,20.0,2019
Wholesale wheat flour,2,2019.0,-12.2,1.0,17.0,2019
Wholesale wheat flour,3,2019.0,-10.9,1.3,15.7,2019
Wholesale wheat flour,4,2019.0,-10.1,0.2,12.6,2019
Wholesale wheat flour,5,2019.0,-9.7,-0.6,9.9,2019
Wholesale wheat flour,6,2019.0,-9.1,-1.8,6.6,2019
Wholesale wheat flour,7,2019.0,-6.1,0.1,7.3,2019
Wholesale wheat flour,8,2019.0,-5.4,-0.7,4.8,2019
Wholesale wheat flour,9,2019.0,-6.0,-2.6,1.3,2019
Wholesale wheat flour,10,2019.0,-5.4,-3.1,-0.6,2019
Wholesale wheat flour,11,2019.0,-3.5,-2.1,-0.6,2019
Wholesale wheat flour,12,2019.0,-2.8,-2.1,-1.4,2019
