ppi_item,curr_month,curr_year,lower,mid,upper,pred_year
Wholesale pork,8,2016.0,-4.3,0.6,6.3,2016
Wholesale pork,9,2016.0,-3.9,-0.4,3.8,2016
Wholesale pork,10,2016.0,-3.4,-0.9,1.8,2016
Wholesale pork,11,2016.0,-3.2,-1.7,-0.1,2016
Wholesale pork,12,2016.0,-2.9,-2.2,-1.5,2016
Wholesale poultry,7,2015.0,-13.3,0.2,15.7,2016
Wholesale poultry,8,2015.0,-15.2,-2.3,12.3,2016
Wholesale poultry,9,2015.0,-14.2,-1.8,12.7,2016
Wholesale poultry,10,2015.0,-13.6,-1.8,12.0,2016
Wholesale poultry,11,2015.0,-14.0,-2.9,10.0,2016
Wholesale poultry,12,2015.0,-14.9,-4.5,7.0,2016
Wholesale poultry,1,2016.0,-13.5,-3.7,7.6,2016
Wholesale poultry,2,2016.0,-14.8,-6.4,3.1,2016
Wholesale poultry,3,2016.0,-9.4,-1.7,6.9,2016
Wholesale poultry,4,2016.0,-12.8,-6.7,0.0,2016
Wholesale poultry,5,2016.0,-9.2,-4.1,1.8,2016
Wholesale poultry,6,2016.0,-8.0,-3.7,1.0,2016
Wholesale poultry,7,2016.0,-7.4,-3.8,-0.1,2016
Wholesale poultry,8,2016.0,-6.1,-3.4,-0.5,2016
Wholesale poultry,9,2016.0,-6.2,-4.4,-2.3,2016
Wholesale poultry,10,2016.0,-4.3,-3.0,-1.5,2016
Wholesale poultry,11,2016.0,-4.0,-3.3,-2.4,2016
Wholesale poultry,12,2016.0,-3.8,-3.4,-3.1,2016
Farm-level eggs,7,2015.0,-33.8,16.8,109.0,2016
Farm-level eggs,8,2015.0,-33.7,17.3,106.4,2016
Farm-level eggs,9,2015.0,-28.5,28.6,130.3,2016
Farm-level eggs,10,2015.0,-30.7,20.6,111.7,2016
Farm-level eggs,11,2015.0,-41.0,2.2,78.5,2016
Farm-level eggs,12,2015.0,-37.2,3.6,76.5,2016
Farm-level eggs,1,2016.0,-52.3,-21.7,29.1,2016
Farm-level eggs,2,2016.0,-59.9,-37.4,3.6,2016
Farm-level eggs,3,2016.0,-53.2,-30.9,7.3,2016
Farm-level eggs,4,2016.0,-55.6,-38.6,-10.5,2016
Farm-level eggs,5,2016.0,-63.2,-52.5,-34.6,2016
Farm-level eggs,6,2016.0,-64.6,-56.6,-43.2,2016
Farm-level eggs,7,2016.0,-67.5,-62.2,-53.3,2016
Farm-level eggs,8,2016.0,-63.2,-58.0,-49.9,2016
Farm-level eggs,9,2016.0,-64.0,-60.7,-55.4,2016
Farm-level eggs,10,2016.0,-62.4,-59.9,-56.0,2016
Farm-level eggs,11,2016.0,-62.8,-61.4,-59.4,2016
Farm-level eggs,12,2016.0,-61.8,-61.1,-60.0,2016
Farm-level milk,7,2015.0,-32.5,0.5,50.1,2016
Farm-level milk,8,2015.0,-33.9,-2.1,47.0,2016
Farm-level milk,9,2015.0,-31.6,1.4,48.6,2016
Farm-level milk,10,2015.0,-26.5,5.4,55.6,2016
Farm-level milk,11,2015.0,-28.6,1.3,46.0,2016
Farm-level milk,12,2015.0,-21.3,8.4,52.8,2016
Farm-level milk,1,2016.0,-30.2,-6.5,28.6,2016
Farm-level milk,2,2016.0,-25.9,-3.7,27.6,2016
Farm-level milk,3,2016.0,-23.8,-4.7,21.6,2016
Farm-level milk,4,2016.0,-24.0,-8.3,12.7,2016
Farm-level milk,5,2016.0,-22.3,-9.3,8.5,2016
Farm-level milk,6,2016.0,-22.5,-12.3,1.5,2016
Farm-level milk,7,2016.0,-17.2,-8.2,3.5,2016
Farm-level milk,8,2016.0,-11.0,-3.3,6.8,2016
Farm-level milk,9,2016.0,-9.1,-3.7,3.2,2016
Farm-level milk,10,2016.0,-7.7,-4.3,-0.1,2016
Farm-level milk,11,2016.0,-7.1,-5.4,-3.4,2016
Farm-level milk,12,2016.0,-3.7,-3.0,-2.2,2016
Wholesale dairy,7,2015.0,-17.8,0.4,22.7,2016
Wholesale dairy,8,2015.0,-17.8,-0.2,21.6,2016
Wholesale dairy,9,2015.0,-16.7,0.7,22.0,2016
Wholesale dairy,10,2015.0,-14.6,2.4,23.3,2016
Wholesale dairy,11,2015.0,-14.2,1.5,20.9,2016
Wholesale dairy,12,2015.0,-13.0,1.4,19.0,2016
Wholesale dairy,1,2016.0,-14.3,-1.5,14.0,2016
Wholesale dairy,2,2016.0,-15.2,-4.0,9.0,2016
Wholesale dairy,3,2016.0,-12.5,-2.6,8.8,2016
Wholesale dairy,4,2016.0,-11.9,-3.8,5.7,2016
Wholesale dairy,5,2016.0,-11.0,-4.0,4.1,2016
Wholesale dairy,6,2016.0,-10.2,-4.6,1.7,2016
Wholesale dairy,7,2016.0,-7.9,-3.5,1.5,2016
Wholesale dairy,8,2016.0,-5.5,-2.1,1.9,2016
Wholesale dairy,9,2016.0,-3.7,-1.1,1.6,2016
Wholesale dairy,10,2016.0,-3.0,-1.4,0.3,2016
Wholesale dairy,11,2016.0,-3.1,-2.3,-1.4,2016
Wholesale dairy,12,2016.0,-2.0,-1.7,-1.4,2016
Farm-level soybeans,7,2015.0,-37.7,0.1,64.2,2016
Farm-level soybeans,8,2015.0,-35.1,4.0,67.3,2016
Farm-level soybeans,9,2015.0,-35.7,1.2,59.3,2016
Farm-level soybeans,10,2015.0,-39.4,-5.7,49.2,2016
Farm-level soybeans,11,2015.0,-37.8,-5.0,46.3,2016
Farm-level soybeans,12,2015.0,-38.2,-9.2,37.9,2016
Farm-level soybeans,1,2016.0,-35.6,-8.1,34.0,2016
Farm-level soybeans,2,2016.0,-31.8,-7.3,31.5,2016
Farm-level soybeans,3,2016.0,-30.4,-9.1,22.6,2016
Farm-level soybeans,4,2016.0,-25.9,-7.0,21.7,2016
Farm-level soybeans,5,2016.0,-20.4,-3.8,20.2,2016
Farm-level soybeans,6,2016.0,-10.7,6.1,28.8,2016
Farm-level soybeans,7,2016.0,-2.9,11.7,31.5,2016
Farm-level soybeans,8,2016.0,-2.4,8.6,23.0,2016
Farm-level soybeans,9,2016.0,-3.0,4.4,14.1,2016
Farm-level soybeans,10,2016.0,-2.3,2.6,8.7,2016
Farm-level soybeans,11,2016.0,-0.9,2.0,5.5,2016
Farm-level soybeans,12,2016.0,1.2,2.5,4.2,2016
Wholesale fats and oils,7,2015.0,-24.8,0.4,35.2,2016
Wholesale fats and oils,8,2015.0,-22.3,1.2,31.7,2016
Wholesale fats and oils,9,2015.0,-22.9,-1.0,27.1,2016
Wholesale fats and oils,10,2015.0,-22.0,-1.3,25.4,2016
Wholesale fats and oils,11,2015.0,-21.7,-2.9,21.5,2016
Wholesale fats and oils,12,2015.0,-19.5,-1.4,21.5,2016
Wholesale fats and oils,1,2016.0,-17.4,-2.4,17.1,2016
Wholesale fats and oils,2,2016.0,-17.5,-4.7,11.5,2016
Wholesale fats and oils,3,2016.0,-13.1,-1.3,12.8,2016
Wholesale fats and oils,4,2016.0,-13.0,-3.3,7.9,2016
Wholesale fats and oils,5,2016.0,-9.2,-1.2,8.3,2016
Wholesale fats and oils,6,2016.0,-8.1,-1.6,5.8,2016
Wholesale fats and oils,7,2016.0,-4.8,0.5,6.5,2016
Wholesale fats and oils,8,2016.0,-5.1,-1.3,2.9,2016
Wholesale fats and oils,9,2016.0,-3.8,-1.1,1.6,2016
Wholesale fats and oils,10,2016.0,-2.6,-0.9,0.8,2016
Wholesale fats and oils,11,2016.0,-1.6,-0.7,0.2,2016
Wholesale fats and oils,12,2016.0,-1.2,-0.9,-0.5,2016
Farm-level fruits,7,2015.0,-27.3,-1.7,33.2,2016
Farm-level fruits,8,2015.0,-27.7,-2.8,31.5,2016
Farm-level fruits,9,2015.0,-25.4,-0.2,32.8,2016
Farm-level fruits,10,2015.0,-21.3,3.7,37.5,2016
Farm-level fruits,11,2015.0,-17.7,8.3,42.6,2016
Farm-level fruits,12,2015.0,-10.5,17.0,53.8,2016
Farm-level fruits,1,2016.0,-10.4,3.6,19.5,2016
Farm-level fruits,2,2016.0,-5.0,18.6,49.5,2016
Farm-level fruits,3,2016.0,-1.6,11.3,26.6,2016
Farm-level fruits,4,2016.0,-4.1,6.4,18.9,2016
Farm-level fruits,5,2016.0,-2.5,7.1,18.4,2016
Farm-level fruits,6,2016.0,0.4,9.0,18.9,2016
Farm-level fruits,7,2016.0,1.8,9.3,18.0,2016
Farm-level fruits,8,2016.0,1.3,8.5,17.1,2016
Farm-level fruits,9,2016.0,2.5,7.9,14.1,2016
Farm-level fruits,10,2016.0,5.5,9.5,14.0,2016
Farm-level fruits,11,2016.0,7.2,9.7,12.5,2016
Farm-level fruits,12,2016.0,11.0,12.4,14.0,2016
Farm-level vegetables,7,2015.0,-18.0,-0.4,21.0,2016
Farm-level vegetables,8,2015.0,-15.9,-0.1,19.1,2016
Farm-level vegetables,9,2015.0,-15.7,0.1,18.9,2016
Farm-level vegetables,10,2015.0,-15.5,0.3,19.1,2016
Farm-level vegetables,11,2015.0,-15.5,0.4,19.4,2016
Farm-level vegetables,12,2015.0,-15.0,0.4,19.0,2016
Farm-level vegetables,1,2016.0,-15.5,2.8,25.3,2016
Farm-level vegetables,2,2016.0,-6.9,11.8,34.6,2016
Farm-level vegetables,3,2016.0,-7.0,9.2,29.2,2016
Farm-level vegetables,4,2016.0,-8.1,6.2,23.5,2016
Farm-level vegetables,5,2016.0,-7.6,4.8,20.1,2016
Farm-level vegetables,6,2016.0,-4.7,6.7,21.0,2016
Farm-level vegetables,7,2016.0,-3.5,6.2,18.3,2016
Farm-level vegetables,8,2016.0,-2.4,5.6,15.8,2016
Farm-level vegetables,9,2016.0,-3.0,3.5,11.5,2016
Farm-level vegetables,10,2016.0,-1.1,3.9,10.1,2016
Farm-level vegetables,11,2016.0,-0.5,2.9,7.2,2016
Farm-level vegetables,12,2016.0,-0.3,1.4,3.5,2016
Farm-level wheat,7,2015.0,-31.0,1.3,48.8,2016
Farm-level wheat,8,2015.0,-31.7,-0.6,45.5,2016
Farm-level wheat,9,2015.0,-36.4,-7.5,35.1,2016
Farm-level wheat,10,2015.0,-37.2,-9.2,29.9,2016
Farm-level wheat,11,2015.0,-33.5,-6.8,32.6,2016
Farm-level wheat,12,2015.0,-35.7,-11.2,23.0,2016
Farm-level wheat,1,2016.0,-32.1,-9.6,21.6,2016
Farm-level wheat,2,2016.0,-31.1,-10.7,16.0,2016
Farm-level wheat,3,2016.0,-32.0,-15.5,7.0,2016
Farm-level wheat,4,2016.0,-26.7,-12.0,7.8,2016
Farm-level wheat,5,2016.0,-27.8,-15.7,0.2,2016
Farm-level wheat,6,2016.0,-25.3,-15.3,-1.9,2016
Farm-level wheat,7,2016.0,-22.1,-13.9,-2.9,2016
Farm-level wheat,8,2016.0,-23.9,-18.0,-10.3,2016
Farm-level wheat,9,2016.0,-23.4,-19.1,-13.7,2016
Farm-level wheat,10,2016.0,-23.7,-20.9,-17.5,2016
Farm-level wheat,11,2016.0,-22.5,-20.8,-18.8,2016
Farm-level wheat,12,2016.0,-21.3,-20.4,-19.5,2016
Wholesale wheat flour,7,2015.0,-18.0,0.5,24.3,2016
Wholesale wheat flour,8,2015.0,-18.6,-0.1,23.6,2016
Wholesale wheat flour,9,2015.0,-23.3,-5.6,16.2,2016
Wholesale wheat flour,10,2015.0,-23.8,-7.1,13.8,2016
Wholesale wheat flour,11,2015.0,-22.2,-5.8,13.9,2016
Wholesale wheat flour,12,2015.0,-21.5,-6.2,12.4,2016
Wholesale wheat flour,1,2016.0,-18.8,-4.1,13.8,2016
Wholesale wheat flour,2,2016.0,-17.6,-5.0,10.1,2016
Wholesale wheat flour,3,2016.0,-17.2,-6.1,7.1,2016
Wholesale wheat flour,4,2016.0,-15.1,-5.5,5.9,2016
Wholesale wheat flour,5,2016.0,-13.6,-5.7,3.7,2016
Wholesale wheat flour,6,2016.0,-11.8,-5.0,2.9,2016
Wholesale wheat flour,7,2016.0,-10.7,-5.0,1.3,2016
Wholesale wheat flour,8,2016.0,-11.4,-7.2,-2.5,2016
Wholesale wheat flour,9,2016.0,-10.7,-7.7,-4.3,2016
Wholesale wheat flour,10,2016.0,-9.8,-7.7,-5.4,2016
Wholesale wheat flour,11,2016.0,-8.5,-7.2,-5.8,2016
Wholesale wheat flour,12,2016.0,-8.0,-7.3,-6.7,2016
